filename,chip_id,size,cksum,s3path_us,s3path_eu,s3path_as
0099b501_agbm.tif,0099b501,262482,2875828018,s3://drivendata-competition-biomassters-public-us/train_agbm/0099b501_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0099b501_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0099b501_agbm.tif
00a0d9d4_agbm.tif,00a0d9d4,262482,3519004573,s3://drivendata-competition-biomassters-public-us/train_agbm/00a0d9d4_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00a0d9d4_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00a0d9d4_agbm.tif
00a0fcf3_agbm.tif,00a0fcf3,262482,2823033979,s3://drivendata-competition-biomassters-public-us/train_agbm/00a0fcf3_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00a0fcf3_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00a0fcf3_agbm.tif
00b7c361_agbm.tif,00b7c361,262482,3708970503,s3://drivendata-competition-biomassters-public-us/train_agbm/00b7c361_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00b7c361_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00b7c361_agbm.tif
00c03fbe_agbm.tif,00c03fbe,262482,3451979506,s3://drivendata-competition-biomassters-public-us/train_agbm/00c03fbe_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00c03fbe_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00c03fbe_agbm.tif
00cb4c3e_agbm.tif,00cb4c3e,262482,3482888322,s3://drivendata-competition-biomassters-public-us/train_agbm/00cb4c3e_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00cb4c3e_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00cb4c3e_agbm.tif
00d97746_agbm.tif,00d97746,262482,4099723215,s3://drivendata-competition-biomassters-public-us/train_agbm/00d97746_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00d97746_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00d97746_agbm.tif
00da2ec1_agbm.tif,00da2ec1,262482,255560214,s3://drivendata-competition-biomassters-public-us/train_agbm/00da2ec1_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00da2ec1_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00da2ec1_agbm.tif
00de40a4_agbm.tif,00de40a4,262482,1678187915,s3://drivendata-competition-biomassters-public-us/train_agbm/00de40a4_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00de40a4_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00de40a4_agbm.tif
00e1d23f_agbm.tif,00e1d23f,262482,2671204105,s3://drivendata-competition-biomassters-public-us/train_agbm/00e1d23f_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00e1d23f_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00e1d23f_agbm.tif
00e6b793_agbm.tif,00e6b793,262482,2585743767,s3://drivendata-competition-biomassters-public-us/train_agbm/00e6b793_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00e6b793_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00e6b793_agbm.tif
00edfd51_agbm.tif,00edfd51,262482,3896582195,s3://drivendata-competition-biomassters-public-us/train_agbm/00edfd51_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00edfd51_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00edfd51_agbm.tif
00eee261_agbm.tif,00eee261,262482,2100044124,s3://drivendata-competition-biomassters-public-us/train_agbm/00eee261_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00eee261_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00eee261_agbm.tif
00efbedd_agbm.tif,00efbedd,262482,1929732893,s3://drivendata-competition-biomassters-public-us/train_agbm/00efbedd_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00efbedd_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00efbedd_agbm.tif
00f898a5_agbm.tif,00f898a5,262482,3628998560,s3://drivendata-competition-biomassters-public-us/train_agbm/00f898a5_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00f898a5_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00f898a5_agbm.tif
00fc19b1_agbm.tif,00fc19b1,262482,2804945198,s3://drivendata-competition-biomassters-public-us/train_agbm/00fc19b1_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00fc19b1_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00fc19b1_agbm.tif
00fd0698_agbm.tif,00fd0698,262482,204700613,s3://drivendata-competition-biomassters-public-us/train_agbm/00fd0698_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00fd0698_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00fd0698_agbm.tif
00ff36dd_agbm.tif,00ff36dd,262482,4218500392,s3://drivendata-competition-biomassters-public-us/train_agbm/00ff36dd_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/00ff36dd_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/00ff36dd_agbm.tif
010966cb_agbm.tif,010966cb,262482,1303523383,s3://drivendata-competition-biomassters-public-us/train_agbm/010966cb_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/010966cb_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/010966cb_agbm.tif
011909e9_agbm.tif,011909e9,262482,3530114448,s3://drivendata-competition-biomassters-public-us/train_agbm/011909e9_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/011909e9_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/011909e9_agbm.tif
011bc55a_agbm.tif,011bc55a,262482,1785403439,s3://drivendata-competition-biomassters-public-us/train_agbm/011bc55a_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/011bc55a_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/011bc55a_agbm.tif
0131497d_agbm.tif,0131497d,262482,3096509650,s3://drivendata-competition-biomassters-public-us/train_agbm/0131497d_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0131497d_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0131497d_agbm.tif
0140e251_agbm.tif,0140e251,262482,1336345015,s3://drivendata-competition-biomassters-public-us/train_agbm/0140e251_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0140e251_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0140e251_agbm.tif
01417893_agbm.tif,01417893,262482,196132010,s3://drivendata-competition-biomassters-public-us/train_agbm/01417893_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01417893_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01417893_agbm.tif
0147ad59_agbm.tif,0147ad59,262482,1970780739,s3://drivendata-competition-biomassters-public-us/train_agbm/0147ad59_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0147ad59_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0147ad59_agbm.tif
014e57fe_agbm.tif,014e57fe,262482,1677276245,s3://drivendata-competition-biomassters-public-us/train_agbm/014e57fe_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/014e57fe_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/014e57fe_agbm.tif
01503e8a_agbm.tif,01503e8a,262482,1202742224,s3://drivendata-competition-biomassters-public-us/train_agbm/01503e8a_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01503e8a_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01503e8a_agbm.tif
01567168_agbm.tif,01567168,262482,4234026618,s3://drivendata-competition-biomassters-public-us/train_agbm/01567168_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01567168_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01567168_agbm.tif
0157cf88_agbm.tif,0157cf88,262482,2257338530,s3://drivendata-competition-biomassters-public-us/train_agbm/0157cf88_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0157cf88_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0157cf88_agbm.tif
01583b0f_agbm.tif,01583b0f,262482,3917688679,s3://drivendata-competition-biomassters-public-us/train_agbm/01583b0f_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01583b0f_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01583b0f_agbm.tif
0177cc36_agbm.tif,0177cc36,262482,993703788,s3://drivendata-competition-biomassters-public-us/train_agbm/0177cc36_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0177cc36_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0177cc36_agbm.tif
017f206b_agbm.tif,017f206b,262482,2182920995,s3://drivendata-competition-biomassters-public-us/train_agbm/017f206b_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/017f206b_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/017f206b_agbm.tif
01829c8b_agbm.tif,01829c8b,262482,227208244,s3://drivendata-competition-biomassters-public-us/train_agbm/01829c8b_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01829c8b_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01829c8b_agbm.tif
018df98c_agbm.tif,018df98c,262482,682643645,s3://drivendata-competition-biomassters-public-us/train_agbm/018df98c_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/018df98c_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/018df98c_agbm.tif
0193cab1_agbm.tif,0193cab1,262482,1982978241,s3://drivendata-competition-biomassters-public-us/train_agbm/0193cab1_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0193cab1_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0193cab1_agbm.tif
01a92708_agbm.tif,01a92708,262482,1533282219,s3://drivendata-competition-biomassters-public-us/train_agbm/01a92708_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01a92708_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01a92708_agbm.tif
01ac99fb_agbm.tif,01ac99fb,262482,241847758,s3://drivendata-competition-biomassters-public-us/train_agbm/01ac99fb_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01ac99fb_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01ac99fb_agbm.tif
01b0ad1c_agbm.tif,01b0ad1c,262482,2946109828,s3://drivendata-competition-biomassters-public-us/train_agbm/01b0ad1c_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01b0ad1c_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01b0ad1c_agbm.tif
01b7f786_agbm.tif,01b7f786,262482,1916193563,s3://drivendata-competition-biomassters-public-us/train_agbm/01b7f786_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01b7f786_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01b7f786_agbm.tif
01bc24f4_agbm.tif,01bc24f4,262482,3908082020,s3://drivendata-competition-biomassters-public-us/train_agbm/01bc24f4_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01bc24f4_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01bc24f4_agbm.tif
01ccc4cf_agbm.tif,01ccc4cf,262482,4197382692,s3://drivendata-competition-biomassters-public-us/train_agbm/01ccc4cf_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01ccc4cf_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01ccc4cf_agbm.tif
01ce06f5_agbm.tif,01ce06f5,262482,1395662203,s3://drivendata-competition-biomassters-public-us/train_agbm/01ce06f5_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01ce06f5_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01ce06f5_agbm.tif
01e1a71e_agbm.tif,01e1a71e,262482,990545171,s3://drivendata-competition-biomassters-public-us/train_agbm/01e1a71e_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01e1a71e_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01e1a71e_agbm.tif
01ea0701_agbm.tif,01ea0701,262482,3790209455,s3://drivendata-competition-biomassters-public-us/train_agbm/01ea0701_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01ea0701_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01ea0701_agbm.tif
01edae7b_agbm.tif,01edae7b,262482,326938981,s3://drivendata-competition-biomassters-public-us/train_agbm/01edae7b_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01edae7b_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01edae7b_agbm.tif
01f1fef8_agbm.tif,01f1fef8,262482,822084361,s3://drivendata-competition-biomassters-public-us/train_agbm/01f1fef8_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01f1fef8_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01f1fef8_agbm.tif
01f32968_agbm.tif,01f32968,262482,1892926192,s3://drivendata-competition-biomassters-public-us/train_agbm/01f32968_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01f32968_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01f32968_agbm.tif
01f7f810_agbm.tif,01f7f810,262482,2954370168,s3://drivendata-competition-biomassters-public-us/train_agbm/01f7f810_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01f7f810_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01f7f810_agbm.tif
01fb0167_agbm.tif,01fb0167,262482,2096331433,s3://drivendata-competition-biomassters-public-us/train_agbm/01fb0167_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01fb0167_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01fb0167_agbm.tif
01fec683_agbm.tif,01fec683,262482,3990058630,s3://drivendata-competition-biomassters-public-us/train_agbm/01fec683_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/01fec683_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/01fec683_agbm.tif
020aefcc_agbm.tif,020aefcc,262482,1882531723,s3://drivendata-competition-biomassters-public-us/train_agbm/020aefcc_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/020aefcc_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/020aefcc_agbm.tif
020c0e93_agbm.tif,020c0e93,262482,584213222,s3://drivendata-competition-biomassters-public-us/train_agbm/020c0e93_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/020c0e93_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/020c0e93_agbm.tif
0215bd3a_agbm.tif,0215bd3a,262482,60786688,s3://drivendata-competition-biomassters-public-us/train_agbm/0215bd3a_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0215bd3a_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0215bd3a_agbm.tif
02168744_agbm.tif,02168744,262482,3190485883,s3://drivendata-competition-biomassters-public-us/train_agbm/02168744_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02168744_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02168744_agbm.tif
021a5ed3_agbm.tif,021a5ed3,262482,2522053266,s3://drivendata-competition-biomassters-public-us/train_agbm/021a5ed3_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/021a5ed3_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/021a5ed3_agbm.tif
0226c804_agbm.tif,0226c804,262482,957456214,s3://drivendata-competition-biomassters-public-us/train_agbm/0226c804_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0226c804_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0226c804_agbm.tif
0226fb18_agbm.tif,0226fb18,262482,448580652,s3://drivendata-competition-biomassters-public-us/train_agbm/0226fb18_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0226fb18_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0226fb18_agbm.tif
022b4d29_agbm.tif,022b4d29,262482,680427987,s3://drivendata-competition-biomassters-public-us/train_agbm/022b4d29_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/022b4d29_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/022b4d29_agbm.tif
02374617_agbm.tif,02374617,262482,1564866396,s3://drivendata-competition-biomassters-public-us/train_agbm/02374617_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02374617_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02374617_agbm.tif
023bff29_agbm.tif,023bff29,262482,4141924212,s3://drivendata-competition-biomassters-public-us/train_agbm/023bff29_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/023bff29_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/023bff29_agbm.tif
023f5e10_agbm.tif,023f5e10,262482,2916906237,s3://drivendata-competition-biomassters-public-us/train_agbm/023f5e10_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/023f5e10_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/023f5e10_agbm.tif
02400329_agbm.tif,02400329,262482,1252142630,s3://drivendata-competition-biomassters-public-us/train_agbm/02400329_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02400329_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02400329_agbm.tif
02546e15_agbm.tif,02546e15,262482,2179244541,s3://drivendata-competition-biomassters-public-us/train_agbm/02546e15_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02546e15_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02546e15_agbm.tif
025b36b1_agbm.tif,025b36b1,262482,1602898777,s3://drivendata-competition-biomassters-public-us/train_agbm/025b36b1_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/025b36b1_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/025b36b1_agbm.tif
02613007_agbm.tif,02613007,262482,3301902914,s3://drivendata-competition-biomassters-public-us/train_agbm/02613007_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02613007_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02613007_agbm.tif
026f95cb_agbm.tif,026f95cb,262482,2030217173,s3://drivendata-competition-biomassters-public-us/train_agbm/026f95cb_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/026f95cb_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/026f95cb_agbm.tif
02763d7a_agbm.tif,02763d7a,262482,269787321,s3://drivendata-competition-biomassters-public-us/train_agbm/02763d7a_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02763d7a_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02763d7a_agbm.tif
027a4ff4_agbm.tif,027a4ff4,262482,2947748763,s3://drivendata-competition-biomassters-public-us/train_agbm/027a4ff4_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/027a4ff4_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/027a4ff4_agbm.tif
027d9c04_agbm.tif,027d9c04,262482,2474080011,s3://drivendata-competition-biomassters-public-us/train_agbm/027d9c04_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/027d9c04_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/027d9c04_agbm.tif
0287b450_agbm.tif,0287b450,262482,824954757,s3://drivendata-competition-biomassters-public-us/train_agbm/0287b450_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0287b450_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0287b450_agbm.tif
0291ee27_agbm.tif,0291ee27,262482,3576762294,s3://drivendata-competition-biomassters-public-us/train_agbm/0291ee27_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/0291ee27_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/0291ee27_agbm.tif
02a1dc68_agbm.tif,02a1dc68,262482,1037654527,s3://drivendata-competition-biomassters-public-us/train_agbm/02a1dc68_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02a1dc68_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02a1dc68_agbm.tif
02a603ee_agbm.tif,02a603ee,262482,170326604,s3://drivendata-competition-biomassters-public-us/train_agbm/02a603ee_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02a603ee_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02a603ee_agbm.tif
02a7f72f_agbm.tif,02a7f72f,262482,1495713791,s3://drivendata-competition-biomassters-public-us/train_agbm/02a7f72f_agbm.tif,s3://drivendata-competition-biomassters-public-eu/train_agbm/02a7f72f_agbm.tif,s3://drivendata-competition-biomassters-public-as/train_agbm/02a7f72f_agbm.tif
